English,Maths,Science,School,Area
81.1,73.4,53.9,Roby Park Primary School,Huyton
71.1,58.1,51.6,Roby Park Primary School,Huyton
71.4,74.8,59.7,Roby Park Primary School,Huyton
63.4,57.4,91.0,Roby Park Primary School,Huyton
51.4,83.5,47.5,Roby Park Primary School,Huyton
77.6,57.8,44.5,Roby Park Primary School,Huyton
77.0,57.8,93.4,Roby Park Primary School,Huyton
72.7,68.1,0.0,Roby Park Primary School,Huyton
46.6,38.9,55.2,Roby Park Primary School,Huyton
65.4,81.6,85.2,Roby Park Primary School,Huyton
78.1,87.2,25.9,Roby Park Primary School,Huyton
77.5,58.1,68.1,Roby Park Primary School,Huyton
71.7,65.4,63.8,Roby Park Primary School,Huyton
72.2,77.0,59.1,Roby Park Primary School,Huyton
70.7,44.2,61.8,Roby Park Primary School,Huyton
72.4,76.6,82.1,Roby Park Primary School,Huyton
71.5,69.4,80.6,Roby Park Primary School,Huyton
78.5,68.4,99.1,Roby Park Primary School,Huyton
85.9,62.7,58.2,Roby Park Primary School,Huyton
51.4,59.6,69.0,Roby Park Primary School,Huyton
59.1,51.2,70.2,Roby Park Primary School,Huyton
60.0,59.6,52.1,Roby Park Primary School,Huyton
55.2,82.5,79.4,Roby Park Primary School,Huyton
55.8,40.0,47.6,Rock Ferry Primary School,Rock Ferry
87.0,48.7,56.6,Rock Ferry Primary School,Rock Ferry
56.4,91.9,36.5,Rock Ferry Primary School,Rock Ferry
37.8,68.6,44.4,Rock Ferry Primary School,Rock Ferry
58.9,53.1,54.7,Rock Ferry Primary School,Rock Ferry
58.6,66.6,67.6,Rock Ferry Primary School,Rock Ferry
75.4,54.7,53.5,Rock Ferry Primary School,Rock Ferry
80.9,30.2,63.0,Rock Ferry Primary School,Rock Ferry
52.6,74.8,68.9,Rock Ferry Primary School,Rock Ferry
83.5,60.1,57.4,Rock Ferry Primary School,Rock Ferry
0.0,32.5,67.0,Rock Ferry Primary School,Rock Ferry
70.0,42.3,50.5,Rock Ferry Primary School,Rock Ferry
85.0,74.3,59.8,Rock Ferry Primary School,Rock Ferry
44.2,48.1,55.9,Rock Ferry Primary School,Rock Ferry
48.9,85.1,86.2,Rock Ferry Primary School,Rock Ferry
84.1,56.4,46.0,Rock Ferry Primary School,Rock Ferry
49.8,52.3,75.5,Rock Ferry Primary School,Rock Ferry
68.1,45.9,66.2,Rock Ferry Primary School,Rock Ferry
45.9,84.0,57.7,Rock Ferry Primary School,Rock Ferry
90.1,62.1,54.3,Rock Ferry Primary School,Rock Ferry
87.0,81.8,57.2,Rock Ferry Primary School,Rock Ferry
64.0,68.7,75.7,Rock Ferry Primary School,Rock Ferry
48.3,42.9,66.5,Rock Ferry Primary School,Rock Ferry
61.4,56.7,56.9,Rock Ferry Primary School,Rock Ferry
66.4,75.9,62.8,Rock Ferry Primary School,Rock Ferry
75.5,40.8,53.9,Rock Ferry Primary School,Rock Ferry
74.6,75.4,55.2,Rock Ferry Primary School,Rock Ferry
58.1,76.9,62.3,Rock Ferry Primary School,Rock Ferry
68.6,66.0,62.6,Rock Ferry Primary School,Rock Ferry
42.6,71.4,69.8,Rock Ferry Primary School,Rock Ferry
35.7,77.9,68.7,Rock Ferry Primary School,Rock Ferry
62.4,48.1,77.7,Rock Ferry Primary School,Rock Ferry
49.9,43.6,63.4,Rock Ferry Primary School,Rock Ferry
59.5,50.7,68.7,Rock Ferry Primary School,Rock Ferry
76.9,38.2,69.5,Rock Ferry Primary School,Rock Ferry
67.3,70.7,65.7,Rock Ferry Primary School,Rock Ferry
55.1,61.6,52.6,Roscoe Primary School,Liverpool
47.2,58.8,57.3,Roscoe Primary School,Liverpool
42.8,77.5,58.6,Roscoe Primary School,Liverpool
62.6,78.0,80.8,Roscoe Primary School,Liverpool
54.7,48.0,94.5,Roscoe Primary School,Liverpool
56.0,42.7,66.0,Roscoe Primary School,Liverpool
61.9,35.1,46.8,Roscoe Primary School,Liverpool
60.2,40.1,86.5,Roscoe Primary School,Liverpool
64.1,64.5,59.6,Roscoe Primary School,Liverpool
47.2,61.6,47.6,Roscoe Primary School,Liverpool
58.6,43.7,29.8,Roscoe Primary School,Liverpool
43.8,67.6,57.3,Roscoe Primary School,Liverpool
48.9,60.6,59.9,Roscoe Primary School,Liverpool
52.2,66.8,69.8,Roscoe Primary School,Liverpool
58.2,61.7,68.9,Roscoe Primary School,Liverpool
70.1,70.6,70.8,Roscoe Primary School,Liverpool
52.0,50.1,57.9,Roscoe Primary School,Liverpool
59.5,38.2,36.7,Roscoe Primary School,Liverpool
51.0,34.4,56.1,Roscoe Primary School,Liverpool
74.7,49.4,63.9,Roscoe Primary School,Liverpool
70.4,48.6,30.9,Roscoe Primary School,Liverpool
51.8,59.0,55.9,Roscoe Primary School,Liverpool
46.7,32.4,64.7,Roscoe Primary School,Liverpool
62.6,53.8,55.9,Roscoe Primary School,Liverpool
67.9,41.5,61.6,Roscoe Primary School,Liverpool
63.9,73.1,76.6,Roscoe Primary School,Liverpool
59.1,55.4,82.3,Roscoe Primary School,Liverpool
60.6,40.4,64.2,Roscoe Primary School,Liverpool
56.8,67.8,65.5,Roscoe Primary School,Liverpool
51.0,62.2,69.0,Roscoe Primary School,Liverpool
63.4,58.1,59.3,Roscoe Primary School,Liverpool
63.8,58.0,55.0,Roscoe Primary School,Liverpool
46.1,61.0,56.9,Roscoe Primary School,Liverpool
64.4,74.5,69.9,Roscoe Primary School,Liverpool
79.2,77.0,38.0,Roscoe Primary School,Liverpool
51.7,38.9,47.4,Roscoe Primary School,Liverpool
65.0,72.2,39.0,Roscoe Primary School,Liverpool
53.9,59.2,47.7,Roscoe Primary School,Liverpool
34.8,51.7,56.7,Roscoe Primary School,Liverpool
53.8,65.1,66.0,Roscoe Primary School,Liverpool
49.7,51.6,86.7,Roscoe Primary School,Liverpool
50.7,46.6,34.9,Roscoe Primary School,Liverpool
50.6,56.3,62.2,Roscoe Primary School,Liverpool
56.4,67.5,70.2,Rudston Primary School,Childwall
84.2,41.5,96.5,Rudston Primary School,Childwall
97.2,87.8,50.6,Rudston Primary School,Childwall
57.6,47.6,82.3,Rudston Primary School,Childwall
50.7,0.0,73.4,Rudston Primary School,Childwall
63.1,45.1,69.3,Rudston Primary School,Childwall
81.7,78.9,36.5,Rudston Primary School,Childwall
64.5,90.3,82.5,Rudston Primary School,Childwall
42.8,88.5,48.5,Rudston Primary School,Childwall
43.3,45.2,76.3,Rudston Primary School,Childwall
54.0,55.9,78.5,Rudston Primary School,Childwall
52.3,63.5,57.7,Rudston Primary School,Childwall
72.6,0.0,91.3,Rudston Primary School,Childwall
60.4,55.1,64.5,Rudston Primary School,Childwall
67.6,79.2,71.7,Rudston Primary School,Childwall
54.2,70.8,63.4,Rudston Primary School,Childwall
60.1,44.9,60.7,Rudston Primary School,Childwall
60.8,65.1,53.1,Rudston Primary School,Childwall
56.0,66.5,39.1,Rudston Primary School,Childwall
42.7,59.9,59.9,Rudston Primary School,Childwall
48.5,70.0,0.0,Rudston Primary School,Childwall
66.7,54.5,60.6,Rudston Primary School,Childwall
49.1,76.7,58.1,Rudston Primary School,Childwall
43.1,80.4,77.6,Rudston Primary School,Childwall
73.1,76.2,60.7,Rudston Primary School,Childwall
72.7,75.0,66.9,Rudston Primary School,Childwall
70.3,80.8,70.9,Rudston Primary School,Childwall
82.6,82.0,43.1,Rudston Primary School,Childwall
51.7,51.2,89.1,Rudston Primary School,Childwall
59.8,56.1,30.2,Rudston Primary School,Childwall
67.3,58.5,79.1,Rudston Primary School,Childwall
68.5,64.2,74.1,Rudston Primary School,Childwall
54.3,42.1,58.7,Runnymede St Edward's School,Liverpool
57.8,10.6,62.2,Runnymede St Edward's School,Liverpool
70.0,87.4,80.4,Runnymede St Edward's School,Liverpool
44.1,68.6,55.7,Runnymede St Edward's School,Liverpool
77.9,39.2,78.7,Runnymede St Edward's School,Liverpool
64.1,64.1,70.3,Runnymede St Edward's School,Liverpool
69.1,70.2,30.7,Runnymede St Edward's School,Liverpool
67.7,62.3,61.0,Runnymede St Edward's School,Liverpool
75.0,69.1,63.6,Runnymede St Edward's School,Liverpool
46.5,63.5,67.3,Runnymede St Edward's School,Liverpool
68.1,80.9,60.7,Runnymede St Edward's School,Liverpool
77.6,51.2,40.5,Runnymede St Edward's School,Liverpool
93.7,50.9,61.4,Runnymede St Edward's School,Liverpool
82.9,86.9,71.0,Runnymede St Edward's School,Liverpool
51.9,48.4,44.8,Runnymede St Edward's School,Liverpool
64.8,68.6,71.5,Runnymede St Edward's School,Liverpool
50.4,57.4,79.7,Runnymede St Edward's School,Liverpool
42.5,64.8,50.5,Runnymede St Edward's School,Liverpool
67.3,52.9,42.4,Runnymede St Edward's School,Liverpool
77.8,77.0,65.5,Runnymede St Edward's School,Liverpool
81.6,0.0,31.6,Runnymede St Edward's School,Liverpool
38.6,78.4,63.3,Runnymede St Edward's School,Liverpool
40.9,66.0,62.1,Runnymede St Edward's School,Liverpool
57.3,69.5,52.8,Runnymede St Edward's School,Liverpool
77.1,45.0,57.7,Runnymede St Edward's School,Liverpool
48.2,73.6,56.3,Runnymede St Edward's School,Liverpool
81.3,45.4,60.2,Runnymede St Edward's School,Liverpool
24.9,91.1,76.1,Runnymede St Edward's School,Liverpool
53.3,87.6,68.1,Runnymede St Edward's School,Liverpool
71.7,75.4,43.8,Runnymede St Edward's School,Liverpool
74.0,84.9,29.5,Runnymede St Edward's School,Liverpool
53.6,46.2,63.8,Runnymede St Edward's School,Liverpool
27.2,73.7,81.3,Runnymede St Edward's School,Liverpool
56.4,36.0,76.1,Runnymede St Edward's School,Liverpool
39.0,80.6,66.4,Runnymede St Edward's School,Liverpool
74.6,51.1,87.3,Runnymede St Edward's School,Liverpool
55.4,64.6,65.1,Runnymede St Edward's School,Liverpool
69.2,65.0,46.0,Runnymede St Edward's School,Liverpool
80.3,48.5,58.5,Sacred Heart Catholic Primary School,Liverpool
21.8,54.5,76.5,Sacred Heart Catholic Primary School,Liverpool
29.6,65.0,62.4,Sacred Heart Catholic Primary School,Liverpool
78.4,54.6,61.2,Sacred Heart Catholic Primary School,Liverpool
53.2,54.9,50.9,Sacred Heart Catholic Primary School,Liverpool
52.3,53.9,62.6,Sacred Heart Catholic Primary School,Liverpool
39.9,48.2,33.4,Sacred Heart Catholic Primary School,Liverpool
53.1,74.2,41.1,Sacred Heart Catholic Primary School,Liverpool
46.5,44.3,52.0,Sacred Heart Catholic Primary School,Liverpool
56.4,58.3,50.1,Sacred Heart Catholic Primary School,Liverpool
42.4,55.6,35.1,Sacred Heart Catholic Primary School,Liverpool
46.8,53.3,50.2,Sacred Heart Catholic Primary School,Liverpool
18.9,31.1,74.1,Sacred Heart Catholic Primary School,Liverpool
30.5,17.3,55.4,Sacred Heart Catholic Primary School,Liverpool
17.4,67.5,66.3,Sacred Heart Catholic Primary School,Liverpool
54.7,57.0,59.8,Sacred Heart Catholic Primary School,Liverpool
41.9,40.8,45.8,Sacred Heart Catholic Primary School,Liverpool
66.0,72.4,49.0,Sacred Heart Catholic Primary School,Liverpool
59.3,65.8,71.2,Sacred Heart Catholic Primary School,Liverpool
66.8,75.5,62.9,Sacred Heart Catholic Primary School,Liverpool
65.7,72.7,40.7,Sacred Heart Catholic Primary School,Liverpool
41.5,56.7,55.1,Sacred Heart Catholic Primary School,Liverpool
52.7,66.0,47.8,Sacred Heart Catholic Primary School,Liverpool
57.5,58.4,49.8,Sacred Heart Catholic Primary School,Liverpool
57.9,49.1,63.5,Sacred Heart Catholic Primary School,Liverpool
28.4,77.2,33.2,Sacred Heart Catholic Primary School,Liverpool
75.9,71.8,57.2,Sacred Heart Catholic Primary School,Liverpool
86.4,39.7,64.4,Sacred Heart Catholic Primary School,Liverpool
68.2,75.9,34.8,Sacred Heart Catholic Primary School,Liverpool
57.1,53.4,67.2,Sacred Heart Catholic Primary School,Liverpool
80.8,72.4,58.8,Sacred Heart Catholic Primary School,Liverpool
55.7,60.2,76.4,Sacred Heart Catholic Primary School,Liverpool
84.5,46.5,63.5,Sacred Heart Catholic Primary School,Liverpool
19.6,37.1,54.3,Sacred Heart Catholic Primary School,Liverpool
58.1,27.0,6.5,Sacred Heart Catholic Primary School,Liverpool
78.2,45.7,31.5,Sacred Heart Catholic Primary School,Liverpool
53.7,42.5,79.8,Sacred Heart Catholic Primary School,Liverpool
15.9,78.2,62.9,Sacred Heart Catholic Primary School,Liverpool
28.5,60.2,44.8,Sacred Heart Catholic Primary School,Liverpool
37.3,65.4,40.6,Sacred Heart Catholic Primary School,Liverpool
26.8,35.1,74.0,Sacred Heart Catholic Primary School,Liverpool
51.4,52.5,51.5,Sacred Heart Catholic Primary School,Liverpool
0.0,73.7,55.2,Sacred Heart Catholic Primary School,Liverpool
68.7,66.0,54.5,Sacred Heart Catholic Primary School,Liverpool
67.9,57.0,49.9,Sacred Heart Catholic Primary School,Liverpool
35.1,64.3,54.1,Sacred Heart Catholic Primary School,Liverpool
65.3,65.2,62.8,Saints Peter and Paul Catholic Primary School,Kirkby
72.9,85.4,69.7,Saints Peter and Paul Catholic Primary School,Kirkby
83.2,74.3,80.9,Saints Peter and Paul Catholic Primary School,Kirkby
57.6,75.1,26.2,Saints Peter and Paul Catholic Primary School,Kirkby
63.0,69.7,48.3,Saints Peter and Paul Catholic Primary School,Kirkby
53.3,64.7,65.0,Saints Peter and Paul Catholic Primary School,Kirkby
53.1,70.9,76.4,Saints Peter and Paul Catholic Primary School,Kirkby
65.7,71.4,70.7,Saints Peter and Paul Catholic Primary School,Kirkby
77.6,40.6,45.4,Saints Peter and Paul Catholic Primary School,Kirkby
81.8,85.6,94.1,Saints Peter and Paul Catholic Primary School,Kirkby
83.5,53.2,92.7,Saints Peter and Paul Catholic Primary School,Kirkby
67.3,62.0,78.9,Saints Peter and Paul Catholic Primary School,Kirkby
66.8,82.1,57.6,Saints Peter and Paul Catholic Primary School,Kirkby
51.5,71.6,57.7,Saints Peter and Paul Catholic Primary School,Kirkby
62.8,55.9,78.2,Saints Peter and Paul Catholic Primary School,Kirkby
74.9,73.2,47.0,Saints Peter and Paul Catholic Primary School,Kirkby
54.8,57.4,63.0,Saints Peter and Paul Catholic Primary School,Kirkby
74.8,41.1,47.9,Saints Peter and Paul Catholic Primary School,Kirkby
65.2,56.3,69.4,Saints Peter and Paul Catholic Primary School,Kirkby
48.0,69.4,53.8,Saints Peter and Paul Catholic Primary School,Kirkby
64.5,54.6,45.7,Saints Peter and Paul Catholic Primary School,Kirkby
51.3,53.9,24.4,Saints Peter and Paul Catholic Primary School,Kirkby
82.1,74.1,86.7,Saints Peter and Paul Catholic Primary School,Kirkby
81.3,65.4,63.1,Saints Peter and Paul Catholic Primary School,Kirkby
58.4,81.1,77.8,Saints Peter and Paul Catholic Primary School,Kirkby
41.6,58.9,65.6,Saints Peter and Paul Catholic Primary School,Kirkby
56.6,63.7,57.8,Saints Peter and Paul Catholic Primary School,Kirkby
74.6,50.2,60.5,Saints Peter and Paul Catholic Primary School,Kirkby
81.3,67.1,69.5,Saints Peter and Paul Catholic Primary School,Kirkby
37.6,75.5,62.9,Saints Peter and Paul Catholic Primary School,Kirkby
61.2,67.8,53.9,Saints Peter and Paul Catholic Primary School,Kirkby
71.4,68.2,43.4,Saints Peter and Paul Catholic Primary School,Kirkby
64.4,87.2,59.3,Saints Peter and Paul Catholic Primary School,Kirkby
55.7,75.0,56.2,Saints Peter and Paul Catholic Primary School,Kirkby
58.4,56.6,55.4,Saints Peter and Paul Catholic Primary School,Kirkby
63.4,93.4,76.9,Sandbrook Primary School,Moreton
61.0,64.5,32.6,Sandbrook Primary School,Moreton
54.2,67.7,71.9,Sandbrook Primary School,Moreton
46.9,59.7,18.8,Sandbrook Primary School,Moreton
59.5,0.0,56.6,Sandbrook Primary School,Moreton
75.2,78.2,53.8,Sandbrook Primary School,Moreton
62.4,58.3,70.1,Sandbrook Primary School,Moreton
88.7,59.2,68.3,Sandbrook Primary School,Moreton
68.5,77.4,0.0,Sandbrook Primary School,Moreton
80.4,95.0,36.7,Sandbrook Primary School,Moreton
35.4,89.0,18.7,Sandbrook Primary School,Moreton
46.0,68.8,90.6,Sandbrook Primary School,Moreton
48.9,66.8,74.8,Sandbrook Primary School,Moreton
71.4,28.0,24.3,Sandbrook Primary School,Moreton
54.8,50.6,77.8,Sandbrook Primary School,Moreton
85.7,93.4,58.5,Sandbrook Primary School,Moreton
45.2,80.3,57.9,Sandbrook Primary School,Moreton
88.0,59.9,61.6,Sandbrook Primary School,Moreton
50.0,58.7,43.4,Sandbrook Primary School,Moreton
54.8,64.4,39.8,Sandbrook Primary School,Moreton
63.1,67.7,82.0,Sandbrook Primary School,Moreton
84.8,43.4,0.0,Sandbrook Primary School,Moreton
63.2,68.8,51.4,Sandbrook Primary School,Moreton
72.3,85.4,43.3,Sandbrook Primary School,Moreton
60.5,68.2,54.1,Sandbrook Primary School,Moreton
63.9,75.6,28.1,Sandbrook Primary School,Moreton
75.5,53.8,98.6,Sandbrook Primary School,Moreton
70.4,62.5,72.6,Sandbrook Primary School,Moreton
59.2,55.4,94.2,Sandbrook Primary School,Moreton
52.1,60.0,73.2,Sandbrook Primary School,Moreton
46.6,78.4,67.6,Sandbrook Primary School,Moreton
67.2,55.9,73.4,Sandbrook Primary School,Moreton
60.2,49.5,36.0,Sherdley Primary School,Sutton
37.0,75.1,62.9,Sherdley Primary School,Sutton
37.3,45.2,66.1,Sherdley Primary School,Sutton
57.1,36.8,78.1,Sherdley Primary School,Sutton
24.9,57.6,65.3,Sherdley Primary School,Sutton
83.1,19.0,55.9,Sherdley Primary School,Sutton
45.1,60.4,60.6,Sherdley Primary School,Sutton
61.2,60.9,68.3,Sherdley Primary School,Sutton
76.6,43.2,54.0,Sherdley Primary School,Sutton
77.5,59.5,50.6,Sherdley Primary School,Sutton
35.9,78.1,51.6,Sherdley Primary School,Sutton
50.9,78.2,53.5,Sherdley Primary School,Sutton
68.3,35.6,62.1,Sherdley Primary School,Sutton
53.1,52.5,48.7,Sherdley Primary School,Sutton
62.6,45.7,37.3,Sherdley Primary School,Sutton
70.6,43.0,29.7,Sherdley Primary School,Sutton
47.6,86.9,31.5,Sherdley Primary School,Sutton
43.9,83.8,58.1,Sherdley Primary School,Sutton
56.6,29.3,35.9,Sherdley Primary School,Sutton
85.8,2.7,58.9,Sherdley Primary School,Sutton
79.3,19.5,62.4,Sherdley Primary School,Sutton
71.0,66.4,45.7,Sherdley Primary School,Sutton
45.8,46.7,75.8,Sherdley Primary School,Sutton
23.3,76.6,20.6,Sherdley Primary School,Sutton
19.5,66.5,37.1,Sherdley Primary School,Sutton
48.6,56.1,41.9,Sherdley Primary School,Sutton
22.4,47.1,29.0,Sherdley Primary School,Sutton
63.6,51.3,48.3,Sherdley Primary School,Sutton
42.0,82.2,69.5,Sherdley Primary School,Sutton
59.2,41.3,47.5,Sherdley Primary School,Sutton
16.2,87.5,70.2,Sherdley Primary School,Sutton
69.9,65.0,48.5,Sherdley Primary School,Sutton
61.2,87.0,59.1,Sherdley Primary School,Sutton
27.2,70.2,63.9,Sherdley Primary School,Sutton
58.7,53.7,49.5,Sherdley Primary School,Sutton
61.1,29.7,76.7,Sherdley Primary School,Sutton
20.5,71.6,39.8,Sherdley Primary School,Sutton
77.8,51.1,38.5,Sherdley Primary School,Sutton
40.5,58.1,63.7,Sherdley Primary School,Sutton
72.1,73.1,58.1,Sherdley Primary School,Sutton
66.8,46.5,45.4,Sherdley Primary School,Sutton
35.1,40.8,65.2,Sherdley Primary School,Sutton
60.1,77.3,52.1,Sherdley Primary School,Sutton
58.5,46.1,39.2,Sherdley Primary School,Sutton
38.5,40.1,35.1,Sherdley Primary School,Sutton
53.5,66.7,0.0,Sherdley Primary School,Sutton
56.9,57.9,65.9,Sherdley Primary School,Sutton
41.5,61.4,68.7,Sherdley Primary School,Sutton
76.0,39.2,57.2,Shoreside Primary School,Southport
47.7,36.0,56.2,Shoreside Primary School,Southport
62.9,77.6,70.8,Shoreside Primary School,Southport
69.5,48.2,59.8,Shoreside Primary School,Southport
59.0,57.5,67.7,Shoreside Primary School,Southport
60.6,59.5,46.4,Shoreside Primary School,Southport
63.7,40.3,56.5,Shoreside Primary School,Southport
9.1,80.0,52.1,Shoreside Primary School,Southport
64.8,31.6,68.2,Shoreside Primary School,Southport
43.0,58.3,55.7,Shoreside Primary School,Southport
49.4,50.0,68.3,Shoreside Primary School,Southport
28.2,63.6,53.2,Shoreside Primary School,Southport
55.0,56.5,43.7,Shoreside Primary School,Southport
7.1,53.2,63.0,Shoreside Primary School,Southport
48.3,47.4,53.2,Shoreside Primary School,Southport
46.3,55.8,43.7,Shoreside Primary School,Southport
86.7,57.2,53.8,Shoreside Primary School,Southport
83.9,77.7,38.3,Shoreside Primary School,Southport
62.7,22.6,68.5,Shoreside Primary School,Southport
39.6,49.7,44.8,Shoreside Primary School,Southport
47.9,13.5,53.8,Shoreside Primary School,Southport
59.2,42.2,71.0,Shoreside Primary School,Southport
75.6,47.2,59.0,Shoreside Primary School,Southport
71.6,43.1,72.2,Shoreside Primary School,Southport
87.7,57.5,53.2,Shoreside Primary School,Southport
60.1,55.5,50.2,Shoreside Primary School,Southport
31.7,57.8,50.4,Shoreside Primary School,Southport
28.6,54.2,53.0,Shoreside Primary School,Southport
57.1,52.1,57.6,Shoreside Primary School,Southport
60.8,53.3,61.2,Shoreside Primary School,Southport
50.8,28.6,42.4,Shoreside Primary School,Southport
41.0,40.6,50.5,Shoreside Primary School,Southport
54.6,67.0,28.5,Shoreside Primary School,Southport
53.0,59.5,63.1,Shoreside Primary School,Southport
56.2,8.8,54.9,Shoreside Primary School,Southport
67.5,41.9,30.2,Shoreside Primary School,Southport
75.9,51.7,43.4,Shoreside Primary School,Southport
76.3,77.0,57.2,Shoreside Primary School,Southport
71.0,31.1,61.4,Shoreside Primary School,Southport
57.2,52.1,53.9,Shoreside Primary School,Southport
74.3,63.5,54.3,Shoreside Primary School,Southport
56.0,76.1,50.6,Shoreside Primary School,Southport
43.2,41.6,43.1,Shoreside Primary School,Southport
46.7,30.4,56.1,Shoreside Primary School,Southport
62.7,66.1,24.1,Smithdown Primary School,Liverpool
58.4,59.3,68.5,Smithdown Primary School,Liverpool
45.5,58.5,61.7,Smithdown Primary School,Liverpool
60.7,56.1,39.5,Smithdown Primary School,Liverpool
74.8,62.1,87.3,Smithdown Primary School,Liverpool
61.2,49.5,45.1,Smithdown Primary School,Liverpool
51.9,58.2,69.5,Smithdown Primary School,Liverpool
